dictionary_id,symptom_code,canonical_name,synonym_vi,no_diacritic_form,body_area,suggested_departments_json,is_red_flag_candidate,negation_example,language,validation_status
SYM-022-16,SPUTUM,Khạc đờm,dom vang lien tuc,dom vang lien tuc,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-17,SPUTUM,Khạc đờm,nhều đờm từng lúc,nheu dom tung luc,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-18,SPUTUM,Khạc đờm,đờm đặc,dom dac,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-19,SPUTUM,Khạc đờm,bị khạc đờm,bi khac dom,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-20,SPUTUM,Khạc đờm,hay ờm vàng,hay om vang,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-023-01,DYSPNEA,Khó thở,hay hut hoi,hay hut hoi,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-02,DYSPNEA,Khó thở,cả giác thở không ra hơi,ca giac tho khong ra hoi,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-03,DYSPNEA,Khó thở,thở gấp mấy hôm nay,tho gap may hom nay,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-04,DYSPNEA,Khó thở,thiếu hơi nhẹ,thieu hoi nhe,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-05,DYSPNEA,Khó thở,kho tho nhieu,kho tho nhieu,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-06,DYSPNEA,Khó thở,hụt hơi iên tục,hut hoi ien tuc,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-07,DYSPNEA,Khó thở,thở không ra hơi từng lúc,tho khong ra hoi tung luc,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-08,DYSPNEA,Khó thở,thở gấp,tho gap,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-09,DYSPNEA,Khó thở,bi thieu hoi,bi thieu hoi,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-10,DYSPNEA,Khó thở,tô khó thở,to kho tho,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-11,DYSPNEA,Khó thở,hay hụt hơi,hay hut hoi,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-12,DYSPNEA,Khó thở,cảm giác thở không ra hơi,cam giac tho khong ra hoi,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-13,DYSPNEA,Khó thở,tho gap may hom nay,tho gap may hom nay,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-14,DYSPNEA,Khó thở,thiếu hơi nẹ,thieu hoi ne,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-15,DYSPNEA,Khó thở,khó thở nhiều,kho tho nhieu,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-16,DYSPNEA,Khó thở,hụt hơi liên tục,hut hoi lien tuc,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-17,DYSPNEA,Khó thở,tho khong ra hoi tung luc,tho khong ra hoi tung luc,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-18,DYSPNEA,Khó thở,htở gấp,hto gap,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-19,DYSPNEA,Khó thở,thiếu hơi,thieu hoi,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-023-20,DYSPNEA,Khó thở,tôi khó thở,toi kho tho,RESPIRATORY,"[""RESP"",""CARD"",""ER""]",true,không khó thở,vi,SYNTHETIC_UNVALIDATED
SYM-024-01,ABDOMINAL_PAIN,Đau bụng,cam giac quan bung,cam giac quan bung,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-02,ABDOMINAL_PAIN,Đau bụng,đau vùngg bụng mấy hôm nay,dau vungg bung may hom nay,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-03,ABDOMINAL_PAIN,Đau bụng,đau quanh rốn nhẹ,dau quanh ron nhe,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-04,ABDOMINAL_PAIN,Đau bụng,đau bụng dưới nhiều,dau bung duoi nhieu,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-05,ABDOMINAL_PAIN,Đau bụng,dau bung lien tuc,dau bung lien tuc,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-06,ABDOMINAL_PAIN,Đau bụng,quặn ụbng từng lúc,quan ubng tung luc,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-07,ABDOMINAL_PAIN,Đau bụng,đau vùng bụng,dau vung bung,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-08,ABDOMINAL_PAIN,Đau bụng,bị đau quanh rốn,bi dau quanh ron,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-09,ABDOMINAL_PAIN,Đau bụng,toi dau bung duoi,toi dau bung duoi,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-10,ABDOMINAL_PAIN,Đau bụng,hay đau bụgn,hay dau bugn,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-11,ABDOMINAL_PAIN,Đau bụng,cảm giác quặn bụng,cam giac quan bung,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-12,ABDOMINAL_PAIN,Đau bụng,đau vùng bụng mấy hôm nay,dau vung bung may hom nay,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-13,ABDOMINAL_PAIN,Đau bụng,dau quanh ron nhe,dau quanh ron nhe,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-14,ABDOMINAL_PAIN,Đau bụng,đau bụng liên tục,dau bung lien tuc,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-15,ABDOMINAL_PAIN,Đau bụng,quặn bụng từng lúc,quan bung tung luc,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-16,ABDOMINAL_PAIN,Đau bụng,dau vung bung,dau vung bung,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-17,ABDOMINAL_PAIN,Đau bụng,bị đau uqanh rốn,bi dau uqanh ron,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-18,ABDOMINAL_PAIN,Đau bụng,đau bụng dưới,dau bung duoi,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-19,ABDOMINAL_PAIN,Đau bụng,hay đau bụng,hay dau bung,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-024-20,ABDOMINAL_PAIN,Đau bụng,đau vùng bụng my hôm nay,dau vung bung my hom nay,ABDOMEN,"[""GASTRO"",""OBGYN"",""ER""]",false,không đau bụng,vi,SYNTHETIC_UNVALIDATED
SYM-025-01,NAUSEA,Buồn nôn,non nao may hom nay,non nao may hom nay,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-02,NAUSEA,Buồn nôn,muốn ói nhẹ,muon oi nhe,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-03,NAUSEA,Buồn nôn,cảm giác sắp nôn nhiều,cam giac sap non nhieu,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-04,NAUSEA,Buồn nôn,lợm giọng liên tục,lom giong lien tuc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-05,NAUSEA,Buồn nôn,buon non tung luc,buon non tung luc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-06,NAUSEA,Buồn nôn,nôn na,non na,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-07,NAUSEA,Buồn nôn,muốn ói,muon oi,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-08,NAUSEA,Buồn nôn,tôi cảm giác sắp nôn,toi cam giac sap non,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-09,NAUSEA,Buồn nôn,hay lom giong,hay lom giong,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-10,NAUSEA,Buồn nôn,ccảm giác buồn nôn,ccam giac buon non,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-11,NAUSEA,Buồn nôn,nôn nao mấy hôm nay,non nao may hom nay,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-12,NAUSEA,Buồn nôn,cam giac sap non nhieu,cam giac sap non nhieu,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-13,NAUSEA,Buồn nôn,lợm giọng liên tụục,lom giong lien tuuc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-14,NAUSEA,Buồn nôn,buồn nôn từng lúc,buon non tung luc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-15,NAUSEA,Buồn nôn,nôn nao,non nao,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-16,NAUSEA,Buồn nôn,bi muon oi,bi muon oi,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-17,NAUSEA,Buồn nôn,ôi cảm giác sắp nôn,oi cam giac sap non,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-18,NAUSEA,Buồn nôn,hay lợm giọng,hay lom giong,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-19,NAUSEA,Buồn nôn,cảm giác buồn nôn,cam giac buon non,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-025-20,NAUSEA,Buồn nôn,muốn ói nẹh,muon oi neh,GASTRO,"[""GASTRO"",""GENERAL""]",false,không buồn nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-01,VOMITING,Nôn,oi nhe,oi nhe,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-02,VOMITING,Nôn,nôn mửa nhhiều,non mua nhhieu,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-03,VOMITING,Nôn,nôn nhiều lần liên tục,non nhieu lan lien tuc,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-04,VOMITING,Nôn,ăn vào bị nôn từng lúc,an vao bi non tung luc,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-05,VOMITING,Nôn,non,non,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-06,VOMITING,Nôn,bbị ói,bbi oi,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-07,VOMITING,Nôn,nôn mửa,non mua,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-08,VOMITING,Nôn,hay nôn nhiều lần,hay non nhieu lan,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-09,VOMITING,Nôn,cam giac an vao bi non,cam giac an vao bi non,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-10,VOMITING,Nôn,nôn myấ hôm nay,non mya hom nay,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-11,VOMITING,Nôn,ói nhẹ,oi nhe,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-12,VOMITING,Nôn,nôn mửa nhiều,non mua nhieu,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-13,VOMITING,Nôn,non nhieu lan lien tuc,non nhieu lan lien tuc,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-14,VOMITING,Nôn,ăn vào bị nôn từng lúúc,an vao bi non tung luuc,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-15,VOMITING,Nôn,nôn,non,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-16,VOMITING,Nôn,bị ói,bi oi,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-17,VOMITING,Nôn,toi non mua,toi non mua,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-18,VOMITING,Nôn,hay nôôn nhiều lần,hay noon nhieu lan,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-19,VOMITING,Nôn,cảm giác ăn vào nôn,cam giac an vao non,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-026-20,VOMITING,Nôn,nôn mấy hôm nay,non may hom nay,GASTRO,"[""GASTRO"",""PED"",""ER""]",false,không nôn,vi,SYNTHETIC_UNVALIDATED
SYM-027-01,DIARRHEA,Tiêu chảy,di ngoai long nhieu,di ngoai long nhieu,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-02,DIARRHEA,Tiêu chảy,đi ngoài nhiều lần lin tục,di ngoai nhieu lan lin tuc,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-03,DIARRHEA,Tiêu chảy,phân lỏng từng lúc,phan long tung luc,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-04,DIARRHEA,Tiêu chảy,đau bụng đi ngoài,dau bung di ngoai,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-05,DIARRHEA,Tiêu chảy,bi tieu chay,bi tieu chay,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-06,DIARRHEA,Tiêu chảy,tôi đii ngoài lỏng,toi dii ngoai long,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-07,DIARRHEA,Tiêu chảy,hay đi ngoài nhiều lần,hay di ngoai nhieu lan,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-08,DIARRHEA,Tiêu chảy,cảm giác phân lỏng,cam giac phan long,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-09,DIARRHEA,Tiêu chảy,dau bung di ngoai may hom nay,dau bung di ngoai may hom nay,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-10,DIARRHEA,Tiêu chảy,tiêu hảy nhẹ,tieu hay nhe,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-11,DIARRHEA,Tiêu chảy,đi ngoài lỏng nhiều,di ngoai long nhieu,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-12,DIARRHEA,Tiêu chảy,đi ngoài nhiều lần liên tục,di ngoai nhieu lan lien tuc,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-13,DIARRHEA,Tiêu chảy,phan long tung luc,phan long tung luc,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-14,DIARRHEA,Tiêu chảy,tiêu chảy,tieu chay,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-15,DIARRHEA,Tiêu chảy,tôi đi ngoài lỏng,toi di ngoai long,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-16,DIARRHEA,Tiêu chảy,hay di ngoai nhieu lan,hay di ngoai nhieu lan,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-17,DIARRHEA,Tiêu chảy,cảảm giác phân lỏng,caam giac phan long,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-18,DIARRHEA,Tiêu chảy,đau bụng đi ngoài mấy hôm nay,dau bung di ngoai may hom nay,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-19,DIARRHEA,Tiêu chảy,tiêu chảy nhẹ,tieu chay nhe,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-027-20,DIARRHEA,Tiêu chảy,đi ngoài nhiều lần liên tụục,di ngoai nhieu lan lien tuuc,GASTRO,"[""GASTRO"",""PED""]",false,không tiêu chảy,vi,SYNTHETIC_UNVALIDATED
SYM-028-01,CONSTIPATION,Táo bón,kho di ngoai lien tuc,kho di ngoai lien tuc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-02,CONSTIPATION,Táo bón,nhiều ngày hưa đi ngoài từng lúc,nhieu ngay hua di ngoai tung luc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-03,CONSTIPATION,Táo bón,phân cứng,phan cung,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-04,CONSTIPATION,Táo bón,bị đi ngoài khó,bi di ngoai kho,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-05,CONSTIPATION,Táo bón,toi tao bon,toi tao bon,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-06,CONSTIPATION,Táo bón,hay hkó đi ngoài,hay hko di ngoai,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-07,CONSTIPATION,Táo bón,cảm giác nhiều ngày chưa đi ngoài,cam giac nhieu ngay chua di ngoai,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-08,CONSTIPATION,Táo bón,phân cứng mấy hôm nay,phan cung may hom nay,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-09,CONSTIPATION,Táo bón,di ngoai kho nhe,di ngoai kho nhe,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-10,CONSTIPATION,Táo bón,tááo bón nhiều,taao bon nhieu,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-11,CONSTIPATION,Táo bón,khó đi ngoài liên tục,kho di ngoai lien tuc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-12,CONSTIPATION,Táo bón,nhiều ngày chưa đi ngoài từng lúc,nhieu ngay chua di ngoai tung luc,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-13,CONSTIPATION,Táo bón,phan cung,phan cung,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-14,CONSTIPATION,Táo bón,bịị đi ngoài khó,bii di ngoai kho,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-15,CONSTIPATION,Táo bón,táo bón,tao bon,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-16,CONSTIPATION,Táo bón,hay khó đi ngoài,hay kho di ngoai,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-17,CONSTIPATION,Táo bón,cam giac nhieu ngay chua di ngoai,cam giac nhieu ngay chua di ngoai,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-18,CONSTIPATION,Táo bón,phân cứng mấy hôm nayy,phan cung may hom nayy,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-19,CONSTIPATION,Táo bón,đi ngoài khó nhẹ,di ngoai kho nhe,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-028-20,CONSTIPATION,Táo bón,táo bón nhiều,tao bon nhieu,GASTRO,"[""GASTRO"",""GENERAL""]",false,không táo bón,vi,SYNTHETIC_UNVALIDATED
SYM-029-01,REFLUX,Ợ nóng trào ngược,o chua tung luc,o chua tung luc,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-02,REFLUX,Ợ nóng trào ngược,trào ngợc,trao ngoc,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-03,REFLUX,Ợ nóng trào ngược,nóng rát thượng vị,nong rat thuong vi,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-04,REFLUX,Ợ nóng trào ngược,tôi dịch chua lên họng,toi dich chua len hong,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-05,REFLUX,Ợ nóng trào ngược,hay o nong,hay o nong,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-06,REFLUX,Ợ nóng trào ngược,cảm gicá ợ chua,cam gica o chua,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-07,REFLUX,Ợ nóng trào ngược,trào ngược mấy hôm nay,trao nguoc may hom nay,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-08,REFLUX,Ợ nóng trào ngược,nóng rát thượng vị nhẹ,nong rat thuong vi nhe,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-09,REFLUX,Ợ nóng trào ngược,dich chua len hong nhieu,dich chua len hong nhieu,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-10,REFLUX,Ợ nóng trào ngược,ợ nóng liê tục,o nong lie tuc,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-11,REFLUX,Ợ nóng trào ngược,ợ chua từng lúc,o chua tung luc,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-12,REFLUX,Ợ nóng trào ngược,trào ngược,trao nguoc,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-13,REFLUX,Ợ nóng trào ngược,bi nong rat thuong vi,bi nong rat thuong vi,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
SYM-029-14,REFLUX,Ợ nóng trào ngược,tôi dịh chua lên họng,toi dih chua len hong,GASTRO,"[""GASTRO""]",false,không ợ nóng,vi,SYNTHETIC_UNVALIDATED
